Event	ID	Name			Wwise Object Path	Notes
	243533429	Ally_Voice_Cancel			\VX\Ally\Ally_Voice_Cancel	
	378772636	Enemy_Cannon_Fire			\VX\Enemy\Enemy_Cannon_Fire	
	413417616	Ally_Cannon_Fire			\VX\Ally\Ally_Cannon_Fire	
	535045682	Ally_Cannon_Advance			\VX\Ally\Ally_Cannon_Advance	
	1050776119	Enemy_Shoot			\SFX\Enemy\Enemy_Shoot	
	1135788384	Ally_Player_Hidden			\VX\Ally\Ally_Player_Hidden	
	1337332127	Ally_Player_Far			\VX\Ally\Ally_Player_Far	
	1707855831	Ally_Ally_Death			\VX\Ally\Ally_Ally_Death	
	1807735670	Enemy_Cannon_Advance			\VX\Enemy\Enemy_Cannon_Advance	
	2376509257	Enemy_Voice_Cancel			\VX\Enemy\Enemy_Voice_Cancel	
	2988219764	Ally_Player_Kill			\VX\Ally\Ally_Player_Kill	
	3014529809	Ally_Barricade_State			\VX\Ally\Ally_Barricade_State	
	3114531655	Enemy_Steps			\SFX\Enemy\Enemy_Steps	
	3186371416	Ally_Cannon_Incoming			\VX\Ally\Ally_Cannon_Incoming	
	3457462997	Enemy_Barricade_State			\VX\Enemy\Enemy_Barricade_State	
	3687575925	Deafening_Recover			\SFX\Player\Deafening_Recover	
	3787232089	Enemy_Bullet_Miss			\SFX\Enemy\Enemy_Bullet_Miss	
	3891079404	Enemy_Cannon_Incoming			\VX\Enemy\Enemy_Cannon_Incoming	

Switch Group	ID	Name			Wwise Object Path	Notes
	1117085073	Character_Type			\Default Work Unit\Character_Type	
	1834394558	Surface			\Default Work Unit\Surface	

Switch	ID	Name	Switch Group			Notes
	408582737	Type6	Character_Type			
	408582738	Type5	Character_Type			
	408582739	Type4	Character_Type			
	408582740	Type3	Character_Type			
	408582741	Type2	Character_Type			
	408582742	Type1	Character_Type			
	504532776	Brick	Surface			
	2058049674	Wood	Surface			
	2449969375	Glass	Surface			
	2473969246	Metal	Surface			

State Group	ID	Name			Wwise Object Path	Notes
	3394146252	barricade_state			\Default Work Unit\barricade_state	

State	ID	Name	State Group			Notes
	231230354	broken	barricade_state			
	545371365	low	barricade_state			
	748895195	None	barricade_state			
	3094168564	intact	barricade_state			

Game Parameter	ID	Name			Wwise Object Path	Notes
	1240670792	Distance			\Default Work Unit\Distance	
	2103536148	Bark_Volume			\Default Work Unit\Bark_Volume	

Effect plug-ins	ID	Name	Type				Notes
	807526038	Meter (Custom)	Wwise Meter			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	60229	VX_Bar_F_Comm_Worker_Cannon_Fired_Yuna-004	.cache\F9\{F9C2B42E-ECCB-116C-288B-DEA6C3EE4E4D}.wem		\Containers\VX\NPC\Communard\Cannon_Fire\Yuna\VX_Bar_F_Comm_Worker_Cannon_Fired_Yuna-004		59381
	3105061	VX_Bar_M_Comm_Worker_Cannon_Fired_Thomas-005	.cache\BF\{BFB41280-F35B-4A32-EAB6-91BA0EA1937B}.wem		\Containers\VX\NPC\Communard\Cannon_Fire\Thomas\VX_Bar_M_Comm_Worker_Cannon_Fired_Thomas-005		113973
	11728811	VX_Bar_F_Comm_Worker_Cannon_Fired_Yuna-001	.cache\D6\{D6862155-1C69-23A4-4F3F-DD83CFE1CC4D}.wem		\Containers\VX\NPC\Communard\Cannon_Fire\Yuna\VX_Bar_F_Comm_Worker_Cannon_Fired_Yuna-001		57826
	18339511	VX_Bar_M_Comm_Worker_Cannon_Fired_Thomas-003	.cache\6C\{6CAD9254-3E0A-A1E4-9D29-12E02C71C9FF}.wem		\Containers\VX\NPC\Communard\Cannon_Fire\Thomas\VX_Bar_M_Comm_Worker_Cannon_Fired_Thomas-003		63477
	24042832	LTDC_SFX_Bullet_Hit_LayerBrick_Random_1	.cache\D5\{D53AF61A-41BD-35F6-1D31-59D9ECEB7E7B}.wem		\Containers\SFX\Characters\NPC\Bullet_Hit\Bullet_Hit_Surface\Bullet_Hit_Brick\LTDC_SFX_Bullet_Hit_LayerBrick_Random_1		50344
	45382776	VX_Bar_F_Comm_Worker_Player_Kill_Yuna-001	.cache\55\{55501F19-FEDB-156B-35A8-1CFA073CFCFD}.wem		\Containers\VX\NPC\Communard\Player_Kill\Yuna\VX_Bar_F_Comm_Worker_Player_Kill_Yuna-001		57410
	46056555	VX_Bar_F_Comm_Worker_Ally_Death_Yuna-002	.cache\54\{54EA43ED-16AC-1746-713C-6A2291EF9ECC}.wem		\Containers\VX\NPC\Communard\Ally_Death\Yuna\VX_Bar_F_Comm_Worker_Ally_Death_Yuna-002		60988
	74236211	VX_Bar_F_Comm_Worker_Player_Far_Yuna-001	.cache\DE\{DEE60E22-4F80-1D67-203A-9422A10CCE26}.wem		\Containers\VX\NPC\Communard\Player_Far\Yuna\VX_Bar_F_Comm_Worker_Player_Far_Yuna-001		63450
